Customer_ID,Vehicle_ID,Vehicle_Value,Premium,Policy_Purchase_Date,Policy_Start_Date,Policy_End_Date,Policy_Tenure
CUST0000163,VEH0000163,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000164,VEH0000164,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000165,VEH0000165,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000166,VEH0000166,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000167,VEH0000167,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000168,VEH0000168,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000169,VEH0000169,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000170,VEH0000170,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000171,VEH0000171,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000172,VEH0000172,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000173,VEH0000173,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000174,VEH0000174,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000175,VEH0000175,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000176,VEH0000176,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000177,VEH0000177,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000178,VEH0000178,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000179,VEH0000179,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000180,VEH0000180,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000181,VEH0000181,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000182,VEH0000182,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000183,VEH0000183,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000184,VEH0000184,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000185,VEH0000185,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000186,VEH0000186,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000187,VEH0000187,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000188,VEH0000188,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000189,VEH0000189,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000190,VEH0000190,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000191,VEH0000191,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000192,VEH0000192,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000193,VEH0000193,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000194,VEH0000194,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000195,VEH0000195,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000196,VEH0000196,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000197,VEH0000197,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000198,VEH0000198,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000199,VEH0000199,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000200,VEH0000200,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000201,VEH0000201,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000202,VEH0000202,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000203,VEH0000203,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000204,VEH0000204,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000205,VEH0000205,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000206,VEH0000206,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000207,VEH0000207,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000208,VEH0000208,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000209,VEH0000209,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000210,VEH0000210,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000211,VEH0000211,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000212,VEH0000212,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000213,VEH0000213,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000214,VEH0000214,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000215,VEH0000215,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000216,VEH0000216,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000217,VEH0000217,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000218,VEH0000218,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000219,VEH0000219,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000220,VEH0000220,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000221,VEH0000221,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000222,VEH0000222,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000223,VEH0000223,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000224,VEH0000224,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000225,VEH0000225,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000226,VEH0000226,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000227,VEH0000227,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000228,VEH0000228,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000229,VEH0000229,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000230,VEH0000230,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000231,VEH0000231,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
