Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
CLM0000093,C0016693,V0016693,10000.0,2025-01-06,1
CLM0000094,C0016696,V0016696,10000.0,2025-01-06,1
CLM0000095,C0016698,V0016698,10000.0,2025-01-06,1
CLM0000096,C0016699,V0016699,10000.0,2025-01-06,1
CLM0000097,C0016708,V0016708,10000.0,2025-01-06,1
CLM0000098,C0016710,V0016710,10000.0,2025-01-06,1
CLM0000099,C0016711,V0016711,10000.0,2025-01-06,1
CLM0000100,C0016716,V0016716,10000.0,2025-01-06,1
CLM0000101,C0016717,V0016717,10000.0,2025-01-06,1
CLM0000102,C0016718,V0016718,10000.0,2025-01-06,1
CLM0000103,C0016722,V0016722,10000.0,2025-01-06,1
CLM0000104,C0016728,V0016728,10000.0,2025-01-06,1
CLM0000105,C0016731,V0016731,10000.0,2025-01-06,1
CLM0000106,C0016732,V0016732,10000.0,2025-01-06,1
CLM0000107,C0016733,V0016733,10000.0,2025-01-06,1
CLM0000108,C0016734,V0016734,10000.0,2025-01-06,1
CLM0000109,C0016738,V0016738,10000.0,2025-01-06,1
CLM0000110,C0016741,V0016741,10000.0,2025-01-06,1
CLM0000111,C0016746,V0016746,10000.0,2025-01-06,1
CLM0000112,C0016752,V0016752,10000.0,2025-01-06,1
CLM0000113,C0016753,V0016753,10000.0,2025-01-06,1
CLM0000114,C0016755,V0016755,10000.0,2025-01-06,1
CLM0000115,C0016767,V0016767,10000.0,2025-01-06,1
CLM0000116,C0016768,V0016768,10000.0,2025-01-06,1
CLM0000117,C0016769,V0016769,10000.0,2025-01-06,1
CLM0000118,C0016770,V0016770,10000.0,2025-01-06,1
CLM0000119,C0016771,V0016771,10000.0,2025-01-06,1
CLM0000120,C0016773,V0016773,10000.0,2025-01-06,1
CLM0000121,C0016776,V0016776,10000.0,2025-01-06,1
CLM0000122,C0016778,V0016778,10000.0,2025-01-06,1
CLM0000123,C0016779,V0016779,10000.0,2025-01-06,1
CLM0000124,C0016785,V0016785,10000.0,2025-01-06,1
CLM0000125,C0016786,V0016786,10000.0,2025-01-06,1
CLM0000126,C0016799,V0016799,10000.0,2025-01-06,1
CLM0000127,C0016806,V0016806,10000.0,2025-01-06,1
CLM0000128,C0016808,V0016808,10000.0,2025-01-06,1
CLM0000129,C0016815,V0016815,10000.0,2025-01-06,1
CLM0000130,C0016821,V0016821,10000.0,2025-01-06,1
CLM0000131,C0016823,V0016823,10000.0,2025-01-06,1
CLM0000132,C0016828,V0016828,10000.0,2025-01-06,1
CLM0000133,C0016829,V0016829,10000.0,2025-01-06,1
CLM0000134,C0016832,V0016832,10000.0,2025-01-06,1
CLM0000135,C0016833,V0016833,10000.0,2025-01-06,1
CLM0000136,C0016835,V0016835,10000.0,2025-01-06,1
CLM0000137,C0016838,V0016838,10000.0,2025-01-06,1
CLM0000138,C0016839,V0016839,10000.0,2025-01-06,1
CLM0000139,C0016848,V0016848,10000.0,2025-01-06,1
CLM0000140,C0016853,V0016853,10000.0,2025-01-06,1
CLM0000141,C0016855,V0016855,10000.0,2025-01-06,1
CLM0000142,C0016857,V0016857,10000.0,2025-01-06,1
CLM0000143,C0016858,V0016858,10000.0,2025-01-06,1
CLM0000144,C0016859,V0016859,10000.0,2025-01-06,1
CLM0000145,C0016865,V0016865,10000.0,2025-01-06,1
CLM0000146,C0016867,V0016867,10000.0,2025-01-06,1
CLM0000147,C0016869,V0016869,10000.0,2025-01-06,1
CLM0000148,C0016871,V0016871,10000.0,2025-01-06,1
CLM0000149,C0016875,V0016875,10000.0,2025-01-06,1
CLM0000150,C0016885,V0016885,10000.0,2025-01-06,1
CLM0000151,C0016886,V0016886,10000.0,2025-01-06,1
CLM0000152,C0016891,V0016891,10000.0,2025-01-06,1
CLM0000153,C0016892,V0016892,10000.0,2025-01-06,1
CLM0000154,C0016896,V0016896,10000.0,2025-01-06,1
CLM0000155,C0016904,V0016904,10000.0,2025-01-06,1
CLM0000156,C0016913,V0016913,10000.0,2025-01-06,1
CLM0000157,C0016914,V0016914,10000.0,2025-01-06,1
CLM0000158,C0016918,V0016918,10000.0,2025-01-06,1
CLM0000159,C0016926,V0016926,10000.0,2025-01-06,1
CLM0000160,C0016927,V0016927,10000.0,2025-01-06,1
CLM0000161,C0016936,V0016936,10000.0,2025-01-06,1
CLM0000162,C0016938,V0016938,10000.0,2025-01-06,1
CLM0000163,C0016941,V0016941,10000.0,2025-01-06,1
CLM0000164,C0016945,V0016945,10000.0,2025-01-06,1
CLM0000165,C0016955,V0016955,10000.0,2025-01-06,1
CLM0000166,C0016956,V0016956,10000.0,2025-01-06,1
CLM0000167,C0016960,V0016960,10000.0,2025-01-06,1
CLM0000168,C0016961,V0016961,10000.0,2025-01-06,1
CLM0000169,C0016962,V0016962,10000.0,2025-01-06,1
CLM0000170,C0016975,V0016975,10000.0,2025-01-06,1
CLM0000171,C0016978,V0016978,10000.0,2025-01-06,1
CLM0000172,C0016984,V0016984,10000.0,2025-01-06,1
CLM0000173,C0016985,V0016985,10000.0,2025-01-06,1
CLM0000174,C0016986,V0016986,10000.0,2025-01-06,1
CLM0000175,C0016987,V0016987,10000.0,2025-01-06,1
CLM0000176,C0016988,V0016988,10000.0,2025-01-06,1
CLM0000177,C0016989,V0016989,10000.0,2025-01-06,1
CLM0000178,C0016991,V0016991,10000.0,2025-01-06,1
CLM0000179,C0016996,V0016996,10000.0,2025-01-06,1
CLM0000180,C0016997,V0016997,10000.0,2025-01-06,1
CLM0000181,C0016998,V0016998,10000.0,2025-01-06,1
CLM0000182,C0016999,V0016999,10000.0,2025-01-06,1
CLM0000183,C0017000,V0017000,10000.0,2025-01-06,1
CLM0000184,C0017001,V0017001,10000.0,2025-01-06,1
CLM0000185,C0017002,V0017002,10000.0,2025-01-06,1
CLM0000186,C0017003,V0017003,10000.0,2025-01-06,1
CLM0000187,C0017005,V0017005,10000.0,2025-01-06,1
CLM0000188,C0017009,V0017009,10000.0,2025-01-06,1
CLM0000189,C0017012,V0017012,10000.0,2025-01-06,1
CLM0000190,C0017015,V0017015,10000.0,2025-01-06,1
CLM0000191,C0017016,V0017016,10000.0,2025-01-06,1
CLM0000192,C0017019,V0017019,10000.0,2025-01-06,1
CLM0000193,C0017020,V0017020,10000.0,2025-01-06,1
CLM0000194,C0017027,V0017027,10000.0,2025-01-06,1
CLM0000195,C0017028,V0017028,10000.0,2025-01-06,1
CLM0000196,C0017033,V0017033,10000.0,2025-01-06,1
CLM0000197,C0017036,V0017036,10000.0,2025-01-06,1
CLM0000198,C0017037,V0017037,10000.0,2025-01-06,1
CLM0000199,C0017039,V0017039,10000.0,2025-01-06,1
CLM0000200,C0017041,V0017041,10000.0,2025-01-06,1
CLM0000201,C0017043,V0017043,10000.0,2025-01-06,1
CLM0000202,C0017049,V0017049,10000.0,2025-01-06,1
CLM0000203,C0017054,V0017054,10000.0,2025-01-06,1
CLM0000204,C0017055,V0017055,10000.0,2025-01-06,1
CLM0000205,C0017062,V0017062,10000.0,2025-01-06,1
CLM0000206,C0017063,V0017063,10000.0,2025-01-06,1
CLM0000207,C0017064,V0017064,10000.0,2025-01-06,1
CLM0000208,C0017065,V0017065,10000.0,2025-01-06,1
CLM0000209,C0017066,V0017066,10000.0,2025-01-06,1
CLM0000210,C0017067,V0017067,10000.0,2025-01-06,1
CLM0000211,C0017068,V0017068,10000.0,2025-01-06,1
CLM0000212,C0017069,V0017069,10000.0,2025-01-06,1
CLM0000213,C0017071,V0017071,10000.0,2025-01-06,1
CLM0000214,C0017075,V0017075,10000.0,2025-01-06,1
CLM0000215,C0017080,V0017080,10000.0,2025-01-06,1
CLM0000216,C0017081,V0017081,10000.0,2025-01-06,1
CLM0000217,C0017086,V0017086,10000.0,2025-01-06,1
CLM0000218,C0017088,V0017088,10000.0,2025-01-06,1
CLM0000219,C0017092,V0017092,10000.0,2025-01-06,1
CLM0000220,C0017093,V0017093,10000.0,2025-01-06,1
CLM0000221,C0017095,V0017095,10000.0,2025-01-06,1
CLM0000222,C0017097,V0017097,10000.0,2025-01-06,1
CLM0000223,C0017100,V0017100,10000.0,2025-01-06,1
CLM0000224,C0017102,V0017102,10000.0,2025-01-06,1
CLM0000225,C0017103,V0017103,10000.0,2025-01-06,1
CLM0000226,C0017107,V0017107,10000.0,2025-01-06,1
CLM0000227,C0017117,V0017117,10000.0,2025-01-06,1
CLM0000228,C0017120,V0017120,10000.0,2025-01-06,1
CLM0000229,C0017121,V0017121,10000.0,2025-01-06,1
CLM0000230,C0017125,V0017125,10000.0,2025-01-06,1
CLM0000231,C0017127,V0017127,10000.0,2025-01-06,1
CLM0000232,C0017128,V0017128,10000.0,2025-01-06,1
CLM0000233,C0017129,V0017129,10000.0,2025-01-06,1
CLM0000234,C0017143,V0017143,10000.0,2025-01-06,1
CLM0000235,C0017149,V0017149,10000.0,2025-01-06,1
CLM0000236,C0017153,V0017153,10000.0,2025-01-06,1
CLM0000237,C0017159,V0017159,10000.0,2025-01-06,1
CLM0000238,C0017161,V0017161,10000.0,2025-01-06,1
CLM0000239,C0017163,V0017163,10000.0,2025-01-06,1
CLM0000240,C0017169,V0017169,10000.0,2025-01-06,1
CLM0000241,C0017171,V0017171,10000.0,2025-01-06,1
CLM0000242,C0017174,V0017174,10000.0,2025-01-06,1
CLM0000243,C0017175,V0017175,10000.0,2025-01-06,1
CLM0000244,C0017181,V0017181,10000.0,2025-01-06,1
CLM0000245,C0017183,V0017183,10000.0,2025-01-06,1
CLM0000246,C0017189,V0017189,10000.0,2025-01-06,1
CLM0000247,C0017193,V0017193,10000.0,2025-01-06,1
CLM0000248,C0017200,V0017200,10000.0,2025-01-06,1
CLM0000249,C0017208,V0017208,10000.0,2025-01-06,1
CLM0000250,C0017211,V0017211,10000.0,2025-01-06,1
CLM0000251,C0017217,V0017217,10000.0,2025-01-06,1
CLM0000252,C0017220,V0017220,10000.0,2025-01-06,1
CLM0000253,C0017229,V0017229,10000.0,2025-01-06,1
CLM0000254,C0017231,V0017231,10000.0,2025-01-06,1
CLM0000255,C0017232,V0017232,10000.0,2025-01-06,1
CLM0000256,C0017239,V0017239,10000.0,2025-01-06,1
CLM0000257,C0017241,V0017241,10000.0,2025-01-06,1
CLM0000258,C0017243,V0017243,10000.0,2025-01-06,1
CLM0000259,C0017245,V0017245,10000.0,2025-01-06,1
CLM0000260,C0017249,V0017249,10000.0,2025-01-06,1
CLM0000261,C0017251,V0017251,10000.0,2025-01-06,1
CLM0000262,C0017253,V0017253,10000.0,2025-01-06,1
CLM0000263,C0017254,V0017254,10000.0,2025-01-06,1
CLM0000264,C0017255,V0017255,10000.0,2025-01-06,1
CLM0000265,C0017258,V0017258,10000.0,2025-01-06,1
CLM0000266,C0017265,V0017265,10000.0,2025-01-06,1
CLM0000267,C0017266,V0017266,10000.0,2025-01-06,1
CLM0000268,C0017270,V0017270,10000.0,2025-01-06,1
CLM0000269,C0017273,V0017273,10000.0,2025-01-06,1
CLM0000270,C0017274,V0017274,10000.0,2025-01-06,1
CLM0000271,C0017277,V0017277,10000.0,2025-01-06,1
CLM0000272,C0017278,V0017278,10000.0,2025-01-06,1
CLM0000273,C0017279,V0017279,10000.0,2025-01-06,1
CLM0000274,C0017281,V0017281,10000.0,2025-01-06,1
CLM0000275,C0017282,V0017282,10000.0,2025-01-06,1
CLM0000276,C0017284,V0017284,10000.0,2025-01-06,1
CLM0000277,C0017286,V0017286,10000.0,2025-01-06,1
CLM0000278,C0017287,V0017287,10000.0,2025-01-06,1
CLM0000279,C0017288,V0017288,10000.0,2025-01-06,1
CLM0000280,C0017294,V0017294,10000.0,2025-01-06,1
CLM0000281,C0017295,V0017295,10000.0,2025-01-06,1
CLM0000282,C0017297,V0017297,10000.0,2025-01-06,1
CLM0000283,C0017298,V0017298,10000.0,2025-01-06,1
CLM0000284,C0017299,V0017299,10000.0,2025-01-06,1
CLM0000285,C0017300,V0017300,10000.0,2025-01-06,1
CLM0000286,C0017301,V0017301,10000.0,2025-01-06,1
CLM0000287,C0017307,V0017307,10000.0,2025-01-06,1
CLM0000288,C0017310,V0017310,10000.0,2025-01-06,1
CLM0000289,C0017315,V0017315,10000.0,2025-01-06,1
CLM0000290,C0017318,V0017318,10000.0,2025-01-06,1
CLM0000291,C0017324,V0017324,10000.0,2025-01-06,1
CLM0000292,C0017325,V0017325,10000.0,2025-01-06,1
CLM0000293,C0017328,V0017328,10000.0,2025-01-06,1
CLM0000294,C0017329,V0017329,10000.0,2025-01-06,1
CLM0000295,C0017333,V0017333,10000.0,2025-01-06,1
CLM0000296,C0017334,V0017334,10000.0,2025-01-06,1
CLM0000297,C0017335,V0017335,10000.0,2025-01-06,1
CLM0000298,C0017337,V0017337,10000.0,2025-01-06,1
CLM0000299,C0017339,V0017339,10000.0,2025-01-06,1
CLM0000300,C0017343,V0017343,10000.0,2025-01-06,1
CLM0000301,C0017344,V0017344,10000.0,2025-01-06,1
CLM0000302,C0017345,V0017345,10000.0,2025-01-06,1
CLM0000303,C0017351,V0017351,10000.0,2025-01-06,1
CLM0000304,C0017356,V0017356,10000.0,2025-01-06,1
CLM0000305,C0017357,V0017357,10000.0,2025-01-06,1
CLM0000306,C0017359,V0017359,10000.0,2025-01-06,1
CLM0000307,C0017361,V0017361,10000.0,2025-01-06,1
CLM0000308,C0017363,V0017363,10000.0,2025-01-06,1
CLM0000309,C0017366,V0017366,10000.0,2025-01-06,1
CLM0000310,C0017372,V0017372,10000.0,2025-01-06,1
CLM0000311,C0017373,V0017373,10000.0,2025-01-06,1
CLM0000312,C0017374,V0017374,10000.0,2025-01-06,1
CLM0000313,C0017376,V0017376,10000.0,2025-01-06,1
CLM0000314,C0017381,V0017381,10000.0,2025-01-06,1
CLM0000315,C0017382,V0017382,10000.0,2025-01-06,1
CLM0000316,C0017387,V0017387,10000.0,2025-01-06,1
CLM0000317,C0017391,V0017391,10000.0,2025-01-06,1
CLM0000318,C0017394,V0017394,10000.0,2025-01-06,1
CLM0000319,C0017396,V0017396,10000.0,2025-01-06,1
CLM0000320,C0017399,V0017399,10000.0,2025-01-06,1
CLM0000321,C0017407,V0017407,10000.0,2025-01-06,1
CLM0000322,C0017409,V0017409,10000.0,2025-01-06,1
CLM0000323,C0017412,V0017412,10000.0,2025-01-06,1
CLM0000324,C0017415,V0017415,10000.0,2025-01-06,1
CLM0000325,C0017418,V0017418,10000.0,2025-01-06,1
CLM0000326,C0017420,V0017420,10000.0,2025-01-06,1
CLM0000327,C0017429,V0017429,10000.0,2025-01-06,1
CLM0000328,C0017431,V0017431,10000.0,2025-01-06,1
CLM0000329,C0017432,V0017432,10000.0,2025-01-06,1
CLM0000330,C0017433,V0017433,10000.0,2025-01-06,1
CLM0000331,C0017437,V0017437,10000.0,2025-01-06,1
CLM0000332,C0017445,V0017445,10000.0,2025-01-06,1
CLM0000333,C0017446,V0017446,10000.0,2025-01-06,1
CLM0000334,C0017448,V0017448,10000.0,2025-01-06,1
CLM0000335,C0017465,V0017465,10000.0,2025-01-06,1
CLM0000336,C0017466,V0017466,10000.0,2025-01-06,1
CLM0000337,C0017468,V0017468,10000.0,2025-01-06,1
CLM0000338,C0017469,V0017469,10000.0,2025-01-06,1
CLM0000339,C0017470,V0017470,10000.0,2025-01-06,1
CLM0000340,C0017471,V0017471,10000.0,2025-01-06,1
CLM0000341,C0017472,V0017472,10000.0,2025-01-06,1
CLM0000342,C0017477,V0017477,10000.0,2025-01-06,1
CLM0000343,C0017480,V0017480,10000.0,2025-01-06,1
CLM0000344,C0017486,V0017486,10000.0,2025-01-06,1
CLM0000345,C0017488,V0017488,10000.0,2025-01-06,1
CLM0000346,C0017493,V0017493,10000.0,2025-01-06,1
CLM0000347,C0017494,V0017494,10000.0,2025-01-06,1
CLM0000348,C0017495,V0017495,10000.0,2025-01-06,1
CLM0000349,C0017496,V0017496,10000.0,2025-01-06,1
CLM0000350,C0017499,V0017499,10000.0,2025-01-06,1
CLM0000351,C0017504,V0017504,10000.0,2025-01-06,1
CLM0000352,C0017508,V0017508,10000.0,2025-01-06,1
CLM0000353,C0017510,V0017510,10000.0,2025-01-06,1
CLM0000354,C0017511,V0017511,10000.0,2025-01-06,1
CLM0000355,C0017515,V0017515,10000.0,2025-01-06,1
CLM0000356,C0017517,V0017517,10000.0,2025-01-06,1
CLM0000357,C0017518,V0017518,10000.0,2025-01-06,1
CLM0000358,C0017525,V0017525,10000.0,2025-01-06,1
CLM0000359,C0017528,V0017528,10000.0,2025-01-06,1
CLM0000360,C0017531,V0017531,10000.0,2025-01-06,1
CLM0000361,C0017532,V0017532,10000.0,2025-01-06,1
CLM0000362,C0017534,V0017534,10000.0,2025-01-06,1
CLM0000363,C0017543,V0017543,10000.0,2025-01-06,1
CLM0000364,C0017555,V0017555,10000.0,2025-01-06,1
CLM0000365,C0017558,V0017558,10000.0,2025-01-06,1
CLM0000366,C0017560,V0017560,10000.0,2025-01-06,1
CLM0000367,C0017563,V0017563,10000.0,2025-01-06,1
CLM0000368,C0017567,V0017567,10000.0,2025-01-06,1
CLM0000369,C0017568,V0017568,10000.0,2025-01-06,1
CLM0000370,C0017572,V0017572,10000.0,2025-01-06,1
CLM0000371,C0017576,V0017576,10000.0,2025-01-06,1
CLM0000372,C0017583,V0017583,10000.0,2025-01-06,1
CLM0000373,C0017586,V0017586,10000.0,2025-01-06,1
CLM0000374,C0017589,V0017589,10000.0,2025-01-06,1
CLM0000375,C0017593,V0017593,10000.0,2025-01-06,1
CLM0000376,C0017598,V0017598,10000.0,2025-01-06,1
CLM0000377,C0017600,V0017600,10000.0,2025-01-06,1
CLM0000378,C0017601,V0017601,10000.0,2025-01-06,1
CLM0000379,C0017607,V0017607,10000.0,2025-01-06,1
CLM0000380,C0017611,V0017611,10000.0,2025-01-06,1
CLM0000381,C0017614,V0017614,10000.0,2025-01-06,1
CLM0000382,C0017615,V0017615,10000.0,2025-01-06,1
CLM0000383,C0017618,V0017618,10000.0,2025-01-06,1
CLM0000384,C0017620,V0017620,10000.0,2025-01-06,1
CLM0000385,C0017626,V0017626,10000.0,2025-01-06,1
CLM0000386,C0017630,V0017630,10000.0,2025-01-06,1
CLM0000387,C0017631,V0017631,10000.0,2025-01-06,1
CLM0000388,C0017632,V0017632,10000.0,2025-01-06,1
CLM0000389,C0017638,V0017638,10000.0,2025-01-06,1
CLM0000390,C0017645,V0017645,10000.0,2025-01-06,1
CLM0000391,C0017646,V0017646,10000.0,2025-01-06,1
CLM0000392,C0017651,V0017651,10000.0,2025-01-06,1
CLM0000393,C0017652,V0017652,10000.0,2025-01-06,1
CLM0000394,C0017655,V0017655,10000.0,2025-01-06,1
CLM0000395,C0017657,V0017657,10000.0,2025-01-06,1
CLM0000396,C0017659,V0017659,10000.0,2025-01-06,1
CLM0000397,C0017663,V0017663,10000.0,2025-01-06,1
CLM0000398,C0017664,V0017664,10000.0,2025-01-06,1
CLM0000399,C0017668,V0017668,10000.0,2025-01-06,1
CLM0000400,C0017672,V0017672,10000.0,2025-01-06,1
CLM0000401,C0017674,V0017674,10000.0,2025-01-06,1
CLM0000402,C0017675,V0017675,10000.0,2025-01-06,1
CLM0000403,C0017677,V0017677,10000.0,2025-01-06,1
CLM0000404,C0017682,V0017682,10000.0,2025-01-06,1
CLM0000405,C0017685,V0017685,10000.0,2025-01-06,1
CLM0000406,C0017687,V0017687,10000.0,2025-01-06,1
CLM0000407,C0017688,V0017688,10000.0,2025-01-06,1
CLM0000408,C0017690,V0017690,10000.0,2025-01-06,1
CLM0000409,C0017694,V0017694,10000.0,2025-01-06,1
CLM0000410,C0017695,V0017695,10000.0,2025-01-06,1
CLM0000411,C0017696,V0017696,10000.0,2025-01-06,1
CLM0000412,C0017699,V0017699,10000.0,2025-01-06,1
CLM0000413,C0017701,V0017701,10000.0,2025-01-06,1
CLM0000414,C0017709,V0017709,10000.0,2025-01-06,1
CLM0000415,C0017717,V0017717,10000.0,2025-01-06,1
CLM0000416,C0017718,V0017718,10000.0,2025-01-06,1
CLM0000417,C0017719,V0017719,10000.0,2025-01-06,1
CLM0000418,C0017720,V0017720,10000.0,2025-01-06,1
CLM0000419,C0017722,V0017722,10000.0,2025-01-06,1
CLM0000420,C0017725,V0017725,10000.0,2025-01-06,1
CLM0000421,C0017731,V0017731,10000.0,2025-01-06,1
CLM0000422,C0017735,V0017735,10000.0,2025-01-06,1
CLM0000423,C0017737,V0017737,10000.0,2025-01-06,1
CLM0000424,C0017738,V0017738,10000.0,2025-01-06,1
CLM0000425,C0017739,V0017739,10000.0,2025-01-06,1
CLM0000426,C0017748,V0017748,10000.0,2025-01-06,1
CLM0000427,C0017757,V0017757,10000.0,2025-01-06,1
CLM0000428,C0017760,V0017760,10000.0,2025-01-06,1
CLM0000429,C0017764,V0017764,10000.0,2025-01-06,1
CLM0000430,C0017767,V0017767,10000.0,2025-01-06,1
CLM0000431,C0017768,V0017768,10000.0,2025-01-06,1
CLM0000432,C0017770,V0017770,10000.0,2025-01-06,1
CLM0000433,C0017773,V0017773,10000.0,2025-01-06,1
CLM0000434,C0017779,V0017779,10000.0,2025-01-06,1
CLM0000435,C0017782,V0017782,10000.0,2025-01-06,1
CLM0000436,C0017786,V0017786,10000.0,2025-01-06,1
CLM0000437,C0017789,V0017789,10000.0,2025-01-06,1
CLM0000438,C0017790,V0017790,10000.0,2025-01-06,1
CLM0000439,C0017791,V0017791,10000.0,2025-01-06,1
CLM0000440,C0017796,V0017796,10000.0,2025-01-06,1
CLM0000441,C0017799,V0017799,10000.0,2025-01-06,1
CLM0000442,C0017800,V0017800,10000.0,2025-01-06,1
CLM0000443,C0017801,V0017801,10000.0,2025-01-06,1
CLM0000444,C0017809,V0017809,10000.0,2025-01-06,1
CLM0000445,C0017810,V0017810,10000.0,2025-01-06,1
CLM0000446,C0017811,V0017811,10000.0,2025-01-06,1
CLM0000447,C0017812,V0017812,10000.0,2025-01-06,1
CLM0000448,C0017815,V0017815,10000.0,2025-01-06,1
